Liste over Bildetema-termer som skal oversettes til kvensk									
Tilrettelagt av Øystein Reigem, Uni Research Computing, 2017-01-11									
									
id	lenke til Bildetema HTML5	lenke til Bildetema Flash	svensk	bokmål	engelsk	kvensk	oversetterens kommentarer		
&w87	Bildetema HTML5	Bildetema Flash	ett bibliotek	bibliotek	library	biblioteekki			
&w92	Bildetema HTML5	Bildetema Flash	en bild	bilde	picture	kuva			
									
&s19_2	Bildetema HTML5	Bildetema Flash	massmedia 2	massemedia 2	mass media 2	massameedia 2	? meetia? media?		
									
&w1054-b	Bildetema HTML5	Bildetema Flash	en radio	radio	radio	raatio	radio?		
&w1279	Bildetema HTML5	Bildetema Flash	ett stativ	stativ	stand	statiivi			
&w1476-b	Bildetema HTML5	Bildetema Flash	en TV	fjernsyn	TV	TV	televišuuni?		
&w1686	Bildetema HTML5	Bildetema Flash	en videokamera	videokamera	video camera	videokaamera	videokamera?		
&w1702	Bildetema HTML5	Bildetema Flash	en videobandspelare	videospiller	video recorder	videonpellaaja	? videospilleri?		
&w305	Bildetema HTML5	Bildetema Flash	en film	film	film	filmi			
&w346	Bildetema HTML5	Bildetema Flash	ett foto	foto	photo	foto			
&w586	Bildetema HTML5	Bildetema Flash	en kamera	kamera	camera	kaamera	kamera?		
&w63-b	Bildetema HTML5	Bildetema Flash	en bandspelare	båndspiller	tape recorder	kasetinpellaaja	? kasettispilleri?		
									
&s19_3	Bildetema HTML5	Bildetema Flash	kontor	kontor	office	konttuuri			
									
&w1048	Bildetema HTML5	Bildetema Flash	en pärm	perm	folder	pärmi			
&w105	Bildetema HTML5	Bildetema Flash	ett block	blokk	block, pad	kirjoituspaperi, kirjotuspaperi			
&w1329	Bildetema HTML5	Bildetema Flash	ett suddgummi	viskelær	rubber, eraser	pyhkimäkumi	?		
&w1396	Bildetema HTML5	Bildetema Flash	tejp(en)	teip	tape	teippi			
&w1399	Bildetema HTML5	Bildetema Flash	en telefonkatalog	telefonkatalog	telephone directory, catalog	telefuunikataloogi			
&w1703	Bildetema HTML5	Bildetema Flash	en häftapparat	stiftemaskin	stapler	stiftimašiini			
&w392	Bildetema HTML5	Bildetema Flash	ett gem	binders	paper clip	binderši	pinterši?		
&w524	Bildetema HTML5	Bildetema Flash	ett hålslag	hullemaskin	paper punch	reikämašiini			
&w529	Bildetema HTML5	Bildetema Flash	ett häftstift	tegnestift	drawing pin	täknästifti			
&w599	Bildetema HTML5	Bildetema Flash	en kartong	eske	cardboard	loova, äsky, rassii, rasia			
&w699	Bildetema HTML5	Bildetema Flash	en kulspetspenna	kulepenn	ballpoint pen	kuulapännä			
&w756	Bildetema HTML5	Bildetema Flash	en linjal	linjal	ruler	linjaali			
&w977	Bildetema HTML5	Bildetema Flash	ett papper	papir	paper	paperi			
&w987	Bildetema HTML5	Bildetema Flash	en blyertspenna	blyant	pencil	pliantti			
									
&s19_4	Bildetema HTML5	Bildetema Flash	färg	farger	colours	färit			
									
&w1081	Bildetema HTML5	Bildetema Flash	rosa	rosa	pink	roosa			
&w1104	Bildetema HTML5	Bildetema Flash	röd	rød	red	punainen, punanen			
&w115	Bildetema HTML5	Bildetema Flash	blå	blå	blue	sininen			
&w1337	Bildetema HTML5	Bildetema Flash	svart	svart	black	musta			
&w1472	Bildetema HTML5	Bildetema Flash	turkos	turkis	turquoise	turkiisi			
&w154	Bildetema HTML5	Bildetema Flash	brun	brun	brown	pruuni 			
&w1564	Bildetema HTML5	Bildetema Flash	vit	hvit	white	valkkee, valkea, valkia			
&w1704	Bildetema HTML5	Bildetema Flash	blågrön	blågrønn	blue-green	sini-vihrinen			
&w1705	Bildetema HTML5	Bildetema Flash	gulgrön	gulgrønn	yellow-green	kelta-vihrinen			
&w422	Bildetema HTML5	Bildetema Flash	grå	grå	grey	harmaaja			
&w429	Bildetema HTML5	Bildetema Flash	grön	grønn	green	vihrinen			
&w432	Bildetema HTML5	Bildetema Flash	gul	gul	yellow	keltainen, keltanen			
&w750	Bildetema HTML5	Bildetema Flash	lila	lilla	purple	lilla			
&w79	Bildetema HTML5	Bildetema Flash	beige	beige	beige	beige			
&w960	Bildetema HTML5	Bildetema Flash	orange	oransje	orange	oranši			
									
&c20	Bildetema HTML5	Bildetema Flash	Idrott och sport	Idrett og sport	Athletics and sports	Idretti ja sportti	?		
									
&s20_1	Bildetema HTML5	Bildetema Flash	sport	sport	sports	sportti			
									
&w1000	Bildetema HTML5	Bildetema Flash	pingis	bordtennis	table tennis	pöytätennis			
&w1051	Bildetema HTML5	Bildetema Flash	ett racket	racket	racket	racket	?		
&w1256	Bildetema HTML5	Bildetema Flash	en spelare	(fotball)spiller	player	(jalkapallon)pellaaja			
&w1271	Bildetema HTML5	Bildetema Flash	squash	squash	squash	squash			
&w1273	Bildetema HTML5	Bildetema Flash	ett stadion, en stadion	stadion	stadium	staadioni	staationi? stadion?		
&w129-a	Bildetema HTML5	Bildetema Flash	en boll	ball	ball	pallo			
&w1404	Bildetema HTML5	Bildetema Flash	tennis	tennis	tennis	tennis			
&w238	Bildetema HTML5	Bildetema Flash	en domare	dommer	referee	tuomari			
&w343	Bildetema HTML5	Bildetema Flash	fotboll	fotball	football	jalkapallo			
&w469	Bildetema HTML5	Bildetema Flash	handboll	håndball	handball	käsipallo			
&w51	Bildetema HTML5	Bildetema Flash	badminton	badminton	badminton	badminton			
&w73	Bildetema HTML5	Bildetema Flash	basket	basket	basketball	koripallo	?		
&w901	Bildetema HTML5	Bildetema Flash	ett mål	mål	goal	mooli			
									
&s20_2	Bildetema HTML5	Bildetema Flash	friidrott	friidrett	athletics	vapaaidretti			
									
&w1264-a	Bildetema HTML5	Bildetema Flash	spjut	spyd(kast)	javelin	seipphäänpaiskaaminen	?		
&w1281-c	Bildetema HTML5	Bildetema Flash	en stav	stav	pole	sauva 			
&w151	Bildetema HTML5	Bildetema Flash	brottning	bryting	wrestling	painiminen			
&w1706-a	Bildetema HTML5	Bildetema Flash	en diskus	diskos	discus	diskus			
&w1707-a	Bildetema HTML5	Bildetema Flash	ett spjut	spyd	javelin	seiväs			
&w1708	Bildetema HTML5	Bildetema Flash	stavhopp	stavsprang	pole vault	sauvahyppy			
&w234-a	Bildetema HTML5	Bildetema Flash	diskus	diskos(-kast)	discus	diskuksenvatkaus			
&w438	Bildetema HTML5	Bildetema Flash	gymnastik	kroppsøving	physical education	gymnastikki			
&w542	Bildetema HTML5	Bildetema Flash	höjdhopp	høydehopp	high jump	korkkeushyppy, korkeushyppy			
&w796	Bildetema HTML5	Bildetema Flash	längdhopp	lengdehopp	long jump	pittuushyppy			
&w807	Bildetema HTML5	Bildetema Flash	löpning	løping	run, race	juoksu			
									
&s20_3	Bildetema HTML5	Bildetema Flash	vintersport	vintersport	winter sports	talvisportti			
									
&w1036	Bildetema HTML5	Bildetema Flash	en puck	puck	puck	kiekko	?		
&w1165	Bildetema HTML5	Bildetema Flash	en skida	ski	ski	sivakka			
&w1181	Bildetema HTML5	Bildetema Flash	skridsko	skøyte	skate	luistin			
&w1208	Bildetema HTML5	Bildetema Flash	slalom	slalåm	slalom	slalom	slaalom?		
&w129-b	Bildetema HTML5	Bildetema Flash	en boll	ball	ball	pallo			
&w1327	Bildetema HTML5	Bildetema Flash	störtlopp	utfor	downhill race	luokantyyräys	?		
&w559	Bildetema HTML5	Bildetema Flash	ishockey	ishockey	ice hockey	jäähockey			
&w633	Bildetema HTML5	Bildetema Flash	en klubba	kølle	club	kölli			
&w64	Bildetema HTML5	Bildetema Flash	bandy	bandy	bandy	bandy			
&w658	Bildetema HTML5	Bildetema Flash	konståkning	kunstløp	figure skating	konstiluistelu			
									
&c21	Bildetema HTML5	Bildetema Flash	Natur och landskap	Natur og landskap	Nature and landscape	Luonto ja maisema			
									
&s21_1	Bildetema HTML5	Bildetema Flash	1	1	1	1			
									
&w1150	Bildetema HTML5	Bildetema Flash	en sjö	vann	lake	järvi			
&w1296	Bildetema HTML5	Bildetema Flash	en strand	strand	beach	ranta			
&w1330	Bildetema HTML5	Bildetema Flash	ett sund	sund	sound	salmi, nuora	? termit sen myötä ette oonko net meressä, jovessa eli järvessä ja minkä mallinen		
&w1497	Bildetema HTML5	Bildetema Flash	en udde	odde	cape	niemi			
&w1541	Bildetema HTML5	Bildetema Flash	en vik	vik	bay	koppa, lahti, vuoppii	? termit sen myötä ette oonko net meressä, jovessa eli järvessä ja minkä mallinen		
&w1585-a	Bildetema HTML5	Bildetema Flash	en väg	vei	road, way	tie			
&w1606	Bildetema HTML5	Bildetema Flash	en å	elv	small river	joki			
&w1612	Bildetema HTML5	Bildetema Flash	en ås	ås	ridge	harju, tieva	?		
&w1621	Bildetema HTML5	Bildetema Flash	en ö	øy	island	saari			
&w164	Bildetema HTML5	Bildetema Flash	en bukt	bukt	gulf	koppa, lahti, mukka	? termit sen myötä ette oonko net meressä, jovessa eli järvessä ja minkä mallinen		
&w1709	Bildetema HTML5	Bildetema Flash	en kyrkogård	kirkegård	cemetery	kirkonmaa			
&w173	Bildetema HTML5	Bildetema Flash	en by	bygd	village	kylä			
&w317	Bildetema HTML5	Bildetema Flash	en fjärd		bay	koppa, lahti, mukka     	oonko nuora? mikä se oon siinä linkin kuvassa? MK: ulappa		
&w364-a	Bildetema HTML5	Bildetema Flash	ett fält	jorde	field	maa, kenttä			
&w46	Bildetema HTML5	Bildetema Flash	en backe	bakke	hill	luokka, törmä, mäki	bildetemassa ei ole sija niin monele sanale		
&w465	Bildetema HTML5	Bildetema Flash	en halvö	halvøy	peninsula	niemimaa			
&w483	Bildetema HTML5	Bildetema Flash	ett hav	hav	sea	meri, aapa			
&w489	Bildetema HTML5	Bildetema Flash	en herrgård	herregård	mansion	herraskartano			
&w498	Bildetema HTML5	Bildetema Flash	en holme	holme	islet	saari, holmi			
&w702	Bildetema HTML5	Bildetema Flash	en kust	kyst	coast	rannikko			
&w718	Bildetema HTML5	Bildetema Flash	en kyrka	kirke	church	kirkko			
&w942	Bildetema HTML5	Bildetema Flash	ett näs	nes	isthmus	niemi			
									
&s21_2	Bildetema HTML5	Bildetema Flash	2	2	2	2			
									
&w1004	Bildetema HTML5	Bildetema Flash	en pir	pir	pier	piiri			
&w1203	Bildetema HTML5	Bildetema Flash	en skärgård	skjærgård	archipelago		saaret? MK: saaristo		
&w144	Bildetema HTML5	Bildetema Flash	en bro	bro	bridge	silta			
&w1469	Bildetema HTML5	Bildetema Flash	en tunnel	tunnel	tunnel	tunneli			
&w1576	Bildetema HTML5	Bildetema Flash	en vågbrytare	molo	breakwater	möljä			
&w207	Bildetema HTML5	Bildetema Flash	en dal	dal	valley	lakso			
&w208	Bildetema HTML5	Bildetema Flash	en damm	dam	pond	lantto, allas	bildeteman kuvassa soon enämpi allas 		
&w254	Bildetema HTML5	Bildetema Flash	en dunge	lund	grove	lehto			
&w279	Bildetema HTML5	Bildetema Flash	en fabrik	fabrikk	factory	fabriikki	fabrikki? faprikki?		
&w311	Bildetema HTML5	Bildetema Flash	en fjord	fjord	fjord	vuono			
&w316-a	Bildetema HTML5	Bildetema Flash	ett fjäll	fjell	mountain	tunturi, vaara			
&w323	Bildetema HTML5	Bildetema Flash	en älv, en flod	elv	river	joki			
&w358	Bildetema HTML5	Bildetema Flash	en fyr	fyr	lighthouse	fyyry			
&w451-a	Bildetema HTML5	Bildetema Flash	en hage	innhegning	enclosed pasture	aita			
&w467-b	Bildetema HTML5	Bildetema Flash	en hamn	havn	harbour	hamina			
&w552	Bildetema HTML5	Bildetema Flash	en industri	industri	industry	industrii	indystrii?		
&w575	Bildetema HTML5	Bildetema Flash	en kaj	kai	quay, dock	kaaja			
&w648	Bildetema HTML5	Bildetema Flash	en kobbe	kobbe	islet		MK: luoto		
&w675	Bildetema HTML5	Bildetema Flash	en kraftledning	kraftledning	power line	voimaleetninki			
&w676	Bildetema HTML5	Bildetema Flash	en kraftverk	kraftverk	power plant	vesivoimala			
&w698	Bildetema HTML5	Bildetema Flash	en kulle	kolle	hill	tieva			
									
&s21_3	Bildetema HTML5	Bildetema Flash	3	3	3	3			
									
&w1044	Bildetema HTML5	Bildetema Flash	en påfart	akselerasjonsfelt	slipway		? 		
&w1173	Bildetema HTML5	Bildetema Flash	en skog	skog	forest	mettä			
&w1422	Bildetema HTML5	Bildetema Flash	en tjärn	tjern	pond	lompolo			
&w1608-a	Bildetema HTML5	Bildetema Flash	en åker	åker	field	pelto			
&w180	Bildetema HTML5	Bildetema Flash	en bäck	bekk	stream, brook	oja			
&w38	Bildetema HTML5	Bildetema Flash	en avfart	avkjøringsvei	exit road	tienhaara			
&w418	Bildetema HTML5	Bildetema Flash	en gruva	gruve	mine	kruuva			
&w7	Bildetema HTML5	Bildetema Flash	en allé	allé	avenue	kuja			
&w740	Bildetema HTML5	Bildetema Flash	en landsväg	landevei	main road	maantie			
&w880	Bildetema HTML5	Bildetema Flash	en motorväg	motorvei	motorway	motoritie			
									
&s21_4	Bildetema HTML5	Bildetema Flash	4	4	4	4			
									
&w1215	Bildetema HTML5	Bildetema Flash	en sluss	sluse	sluice	sulku			
&w1455	Bildetema HTML5	Bildetema Flash	ett träd	tre	tree	puu			
&w1530	Bildetema HTML5	Bildetema Flash	ett vattenfall	foss	waterfall	kurkkii, kurkkio			
&w156	Bildetema HTML5	Bildetema Flash	en brygga	brygge	jetty	pryky			
&w1618	Bildetema HTML5	Bildetema Flash	en äng	eng	meadow	niitty			
&w1710	Bildetema HTML5	Bildetema Flash	ett fornminne	fornminne	ancient monument		MK: muinaismuisto		
&w1711	Bildetema HTML5	Bildetema Flash	en stig	sti	path	polku			
&w340	Bildetema HTML5	Bildetema Flash	en fors	stryk	rapids	kyrö	kyrönniska?		
&w587	Bildetema HTML5	Bildetema Flash	en kanal	kanal	canal	kanaali			
&w84	Bildetema HTML5	Bildetema Flash	ett berg	berg	mountain	pahta			
&w898	Bildetema HTML5	Bildetema Flash	en myr	myr	bog	jänkkä, vuoma			
									
&c22	Bildetema HTML5	Bildetema Flash	Träd och buskar	Trær og busker	Trees and bushes	Puut ja penshaat			
									
&s22_1	Bildetema HTML5	Bildetema Flash	träd	trær	trees	puut			
									
&w1082-b	Bildetema HTML5	Bildetema Flash	en rot	(tre-)rot	root	(puun)juuri			
&w1276	Bildetema HTML5	Bildetema Flash	en stam	stamme	stem	ranka			
&w1308	Bildetema HTML5	Bildetema Flash	en stubbe	stubbe	stump	kanto			
&w1378	Bildetema HTML5	Bildetema Flash	en tall	furu	pine	petäjä, pötäjä			
&w1712	Bildetema HTML5	Bildetema Flash	en (tall)kotte	(furu)kongle	pine cone	(petäjän)käpy, (pötäjän)käpy			
&w1713	Bildetema HTML5	Bildetema Flash	en (gran)kotte	(gran)kongle	fir cone	(kuusen)käpy			
&w267	Bildetema HTML5	Bildetema Flash	en ek	eik	oak	tammi	?		
&w275	Bildetema HTML5	Bildetema Flash	en en	einer	juniper	kataja			
&w407	Bildetema HTML5	Bildetema Flash	en gran	gran	spruce	kuusi			
&w410	Bildetema HTML5	Bildetema Flash	en gren	gren	branch	oksa			
&w68	Bildetema HTML5	Bildetema Flash	bark(en)	bark	bark	parkki			
&w683-b	Bildetema HTML5	Bildetema Flash	en krona	(tre-)krone	crown	latva, lalva			
&w71	Bildetema HTML5	Bildetema Flash	ett barr	barnål	needle	neula			
&w806	Bildetema HTML5	Bildetema Flash	en lönn	lønn	maple	lehti			
&w97	Bildetema HTML5	Bildetema Flash	en björk	bjørk	birch	koivu, koiju			
									
&s22_2	Bildetema HTML5	Bildetema Flash	löv	løv	leaves	lehđet, lehet			
									
&w1108	Bildetema HTML5	Bildetema Flash	rönn	rogn	mountain ash	pihlaja			
&w126	Bildetema HTML5	Bildetema Flash	bok	bøk	book	pyökki			
&w1354	Bildetema HTML5	Bildetema Flash	syrén	syrin	lilac	syriini			
&w1366	Bildetema HTML5	Bildetema Flash	sälg	selje	sallow, pussy willow	paivu, paiju			
&w31	Bildetema HTML5	Bildetema Flash	ask	ask	ash		MK/FIN: saarni		
&w33	Bildetema HTML5	Bildetema Flash	asp	asp	aspen	haapa			
&w5	Bildetema HTML5	Bildetema Flash	al	or	alder	leppä			
&w530	Bildetema HTML5	Bildetema Flash	hägg	hegg	bird cherry	tuomi			
&w606	Bildetema HTML5	Bildetema Flash	kastanj	kastanje	chestnut		kastanji?		
&w711	Bildetema HTML5	Bildetema Flash	en kvist	kvist	twig	oksa			
&w8	Bildetema HTML5	Bildetema Flash	alm	alm	elm		jalava?		
&w809	Bildetema HTML5	Bildetema Flash	ett löv	løv	leaf	lehti			
&w99-a	Bildetema HTML5	Bildetema Flash	ett blad	blad	leaf	lehti			
									
&s22_3	Bildetema HTML5	Bildetema Flash	bär 1	bær 1	berries 1	marjat 1			
									
&w1109	Bildetema HTML5	Bildetema Flash	ett rönnbär	rognebær	rowanberry	pihlajanmarja			
&w1219	Bildetema HTML5	Bildetema Flash	ett smultron	markjordbær	wild strawberry	mettämansikka	?		
&w1545	Bildetema HTML5	Bildetema Flash	ett vinbär	solbær        rips(bær)	currant	musta viinimarja ja ruotukka	musta viinimarja = solbær, ruotukka = rips		
&w169	Bildetema HTML5	Bildetema Flash	en buske	busk	shrub	pensas			
&w457	Bildetema HTML5	Bildetema Flash	ett hallon	bringebær	raspberry	vaarain	? bringebääri?		
&w493	Bildetema HTML5	Bildetema Flash	ett hjortron	multe	cloudberry	hilla			
&w688	Bildetema HTML5	Bildetema Flash	ett krusbär	stikkelsbær	gooseberry		MK: karviainen, karviaismarja		
&w765	Bildetema HTML5	Bildetema Flash	ljung(en)	røsslyng	heather		MK: kanerva		
&w936	Bildetema HTML5	Bildetema Flash	ett nypon	nype	rosehip	ruusunmarja	?		
									
&s22_4	Bildetema HTML5	Bildetema Flash	bär 2	bær 2	berries 2	marjat 2			
									
&w1009	Bildetema HTML5	Bildetema Flash	ett plommon	plomme	plum	plummu			
&w116	Bildetema HTML5	Bildetema Flash	ett blåbär	blåbær	blueberry	mustikka			
&w1714	Bildetema HTML5	Bildetema Flash	ett ekollon	eikenøtt	acorn	tammennötteri			
&w1715	Bildetema HTML5	Bildetema Flash	ett enbär	einerbær	juniper berry	katajanmarja			
&w481	Bildetema HTML5	Bildetema Flash	en hasselnöt	hasselnøtt	hazelnut	hasselnötteri			
&w723	Bildetema HTML5	Bildetema Flash	en kärna	kjerne	seed, pit	yđin, yin, siemen	?		
&w730	Bildetema HTML5	Bildetema Flash	ett körsbär	kirsebær	cherry	kirsikka	?		
&w755	Bildetema HTML5	Bildetema Flash	ett lingon	tyttebær	lingonberry	puola			
									
&c23	Bildetema HTML5	Bildetema Flash	Blommor och svampar	Blomster og sopp	Flowers and fungi	Kukat ja sienet			
									
&s23_1	Bildetema HTML5	Bildetema Flash	blommor 1	blomster 1	flowers 1	kukat 1			
									
&w1035	Bildetema HTML5	Bildetema Flash	en prästkrage	prestekrage	ox-eye daisy	papinkukka			
&w117	Bildetema HTML5	Bildetema Flash	en blåklint	kornblomst	cornflower		MK: ruiskaunokki		
&w118	Bildetema HTML5	Bildetema Flash	en blåsippa	blåveis	liverleaf, hepatica		MK: sinivuokko		
&w1555	Bildetema HTML5	Bildetema Flash	en viol	fiol	violet	fioli			
&w1568	Bildetema HTML5	Bildetema Flash	en vitsippa	hvitveis	wood anemone		MK: valkovuokko		
&w1716	Bildetema HTML5	Bildetema Flash	en liljekonvalj	liljekonvall	lily of the valley		MK: kielo		
&w1717	Bildetema HTML5	Bildetema Flash	ett grässtrå	gresstrå	blade of grass	ruuhonlehti, ruohonlehti	MK: ruuhonpilli		
&w425	Bildetema HTML5	Bildetema Flash	gräs(et)	gress	grass	ruuho, ruoho			
&w433	Bildetema HTML5	Bildetema Flash	en gullviva	marianøkleblom	cowslip		MK: kevätesikko		
&w638	Bildetema HTML5	Bildetema Flash	en klöver	kløver	clover		MK: apila		
									
&s23_2	Bildetema HTML5	Bildetema Flash	blommor 2	blomster 2	flowers 2	kukat 2			
									
&w1046	Bildetema HTML5	Bildetema Flash	en påsklilja	påskelilje	daffodil	päässiislilja, pääsiäislilja			
&w1080	Bildetema HTML5	Bildetema Flash	en ros	rose	rose	ruusu			
&w1419	Bildetema HTML5	Bildetema Flash	en tistel	tistel	thistle		MK: polttiainen (niin ko kans "nesle"), FIN: ohdake		
&w1463	Bildetema HTML5	Bildetema Flash	en tulpan	tulipan	tulip	tylipaani			
&w1474	Bildetema HTML5	Bildetema Flash	en tussilago	hestehov	coltsfoot	savikukka			
&w1529	Bildetema HTML5	Bildetema Flash	vass(en)	siv	reed		vesiheinä? MK: kaisla		
&w751	Bildetema HTML5	Bildetema Flash	en iris	iris	iris	iiris			
&w834	Bildetema HTML5	Bildetema Flash	en maskros	løvetann	dandelion		voikukka oon smørblomst Mikä se oli se keltakukka?		
&w925	Bildetema HTML5	Bildetema Flash	en nejlika	nellik	carnation	neilikka	nellikki?		
&w946	Bildetema HTML5	Bildetema Flash	en nässla	nesle	nettle	polttiainen			
									
&s23_3	Bildetema HTML5	Bildetema Flash	blommor 3	blomster 3	flowers 3	kukat 3			
									
&w1002	Bildetema HTML5	Bildetema Flash	en pingstlilja	pinselilje	narcissus		?		
&w1003	Bildetema HTML5	Bildetema Flash	en pion	peon	peony	piooni			
&w1074	Bildetema HTML5	Bildetema Flash	en ringblomma	ringblomst	marigold		MK: kehäkukka		
&w35	Bildetema HTML5	Bildetema Flash	en aster	asters	aster		astersi? asteri?		
&w682	Bildetema HTML5	Bildetema Flash	en krokus	krokus	crocus	krokus	? MK: kruukkys		
&w940	Bildetema HTML5	Bildetema Flash	en näckros	nøkkerose	water lily	näkkiruusu			
									
&s23_4	Bildetema HTML5	Bildetema Flash	svamp	sopp	fungi	sienet			
									
&w1082-c	Bildetema HTML5	Bildetema Flash	en rot	(plante-)rot	root	juuri			
&w112	Bildetema HTML5	Bildetema Flash	en blomma	blomst	flower	kukka			
&w1179	Bildetema HTML5	Bildetema Flash	ett skott	skudd	sprout, shoot	vesa			
&w1290	Bildetema HTML5	Bildetema Flash	en stjälk	stilk	stem, stalk	varsi			
&w195	Bildetema HTML5	Bildetema Flash	en champinjon	sjampinjong	mushroom	šampinjongi	šampinjonki?		
&w327	Bildetema HTML5	Bildetema Flash	en flugsvamp	fluesopp	fly agaric	kärpässieni			
&w516	Bildetema HTML5	Bildetema Flash	en hyacint	hyasint	hyacinth	hyasintti			
&w580	Bildetema HTML5	Bildetema Flash	en kaktus	kaktus	cactus	kaktus	kaktys?		
&w591	Bildetema HTML5	Bildetema Flash	en kantarell	kantarell	chanterelle	kantarelli			
&w686	Bildetema HTML5	Bildetema Flash	en kruka	krukke	pot	pytty, kruukku			
&w687-b	Bildetema HTML5	Bildetema Flash	en krukväxt	potteplante	pot plant	pottotaimi, pottokasvi			
&w76	Bildetema HTML5	Bildetema Flash	en begonia	begonia	begonia	begonia			
&w876	Bildetema HTML5	Bildetema Flash	en mossa	mose	moss	sammalet, sammal			
&w99-b	Bildetema HTML5	Bildetema Flash	ett blad	blad	leaf	lehti			
									
&c24	Bildetema HTML5	Bildetema Flash	Fiskar	Fisker	Fishes	Kalat			
									
&s24_1	Bildetema HTML5	Bildetema Flash	fisk	fisk	fish	kala			
									
&w1718	Bildetema HTML5	Bildetema Flash	en ryggfena, fena	(rygg)finne	dorsal fin	(sölkä)uimus, (selkä)uimus			
&w1719	Bildetema HTML5	Bildetema Flash	en stjärtfena, fena	(hale)finne	tail fin	pyrstöuimus	?		
&w1720-a	Bildetema HTML5	Bildetema Flash	en bröstfena, fena	(bryst)finne	pectoral fin		?		
&w1720-b	Bildetema HTML5	Bildetema Flash	en bukfena, fena	(buk)finne	pelvic fin		?		
&w1721	Bildetema HTML5	Bildetema Flash	en analfena, fena	(gatt)finne	anal fin	pöräuimus	?		
&w315-a	Bildetema HTML5	Bildetema Flash	ett fjäll	skjell	scale	raakku			
&w443	Bildetema HTML5	Bildetema Flash	gälar(na)	gjelle	gill	kiđukset, kiukset			
									
&s24_2	Bildetema HTML5	Bildetema Flash	saltvatten	saltvann	salt water	merikalat			
									
&w1107	Bildetema HTML5	Bildetema Flash	en rödspätta	rødspette	plaice	santikka			
&w1139	Bildetema HTML5	Bildetema Flash	en sik	sik	whitefish	siika			
&w1141-b	Bildetema HTML5	Bildetema Flash	sill(en)	sild	herring	silli			
&w1152	Bildetema HTML5	Bildetema Flash	en sjötunga	sjøtunge	sole		MK: meriantura		
&w1433	Bildetema HTML5	Bildetema Flash	en torsk	torsk	cod	turska			
&w1566	Bildetema HTML5	Bildetema Flash	en vitling	hvitting	whiting				
&w1609	Bildetema HTML5	Bildetema Flash	en ål	ål	eel	ooli			
&w652	Bildetema HTML5	Bildetema Flash	en kolja	kolje	haddock	kolja			
&w819	Bildetema HTML5	Bildetema Flash	en makrill	makrell	mackerel	makrelli			
&w997	Bildetema HTML5	Bildetema Flash	en piggvar	piggvar	turbot		pikkusantikka? MK: pikkukampela		
									
&s24_3	Bildetema HTML5	Bildetema Flash	sötvatten	ferskvann	fresh water	järvikalat			
									
&w1	Bildetema HTML5	Bildetema Flash	en abborre	abbor	perch	järviahven			
&w1106	Bildetema HTML5	Bildetema Flash	en röding	røye	char	rautu			
&w339	Bildetema HTML5	Bildetema Flash	en forell	ørret	trout	tammukka			
&w442	Bildetema HTML5	Bildetema Flash	en gädda	gjedde	pike	hauki			
&w448	Bildetema HTML5	Bildetema Flash	en gös	gjørs	zander, pikeperch		MK: kuha		
&w746	Bildetema HTML5	Bildetema Flash	en lax	laks	salmon	lohi			
&w913	Bildetema HTML5	Bildetema Flash	en mört	mort	roach		MK: särki		
									
&s24_4	Bildetema HTML5	Bildetema Flash	skaldjur	skalldyr	shellfish	kuorielläimet	?		
									
&w1099-b	Bildetema HTML5	Bildetema Flash	en räka	reke	shrimp	rääkki			
&w1151	Bildetema HTML5	Bildetema Flash	en sjöstjärna	sjøstjerne	starfish	meritähti			
&w1488	Bildetema HTML5	Bildetema Flash	tång(en)	tang	seaweed	teppu			
&w505-b	Bildetema HTML5	Bildetema Flash	en hummer	hummer	lobster	hummeri			
&w674	Bildetema HTML5	Bildetema Flash	en krabba	krabbe	crab	rieppa			
&w692	Bildetema HTML5	Bildetema Flash	en kräfta	kreps	crayfish	krapu	? krepsi?		
&w824	Bildetema HTML5	Bildetema Flash	en manet	manet	jellyfish	valhaanliiva			
&w893-b	Bildetema HTML5	Bildetema Flash	en mussla	musling	mussel	kuiski			
									
&c25	Bildetema HTML5	Bildetema Flash	Fåglar	Fugler	Birds	Linnut			
									
&s25_1	Bildetema HTML5	Bildetema Flash	fågel	fugl	bird	lintu			
									
&w122	Bildetema HTML5	Bildetema Flash	ett bo	reir	nest	pesä			
&w1549	Bildetema HTML5	Bildetema Flash	en vinge	vinge	wing	siipi			
&w1614-b	Bildetema HTML5	Bildetema Flash	ett ägg	egg	egg	muna			
&w1722	Bildetema HTML5	Bildetema Flash	en fågelunge	(fugle)unge	nestling	linnunpoikainen, linnunpoikanen			
&w253	Bildetema HTML5	Bildetema Flash	dun	dun	down	höyhen			
&w313	Bildetema HTML5	Bildetema Flash	en fjäder	fjær	feather	sulka			
&w630	Bildetema HTML5	Bildetema Flash	en klo	klo	claw	kynsi			
&w939	Bildetema HTML5	Bildetema Flash	en näbb	nebb	bill	nokka			
									
&s25_2	Bildetema HTML5	Bildetema Flash	fåglar 1	fugler 1	birds 1	linnut 1			
									
&w12	Bildetema HTML5	Bildetema Flash	en and	(stokk)and	wild duck	suorsa			
&w1335	Bildetema HTML5	Bildetema Flash	en svan	svane	swan	joukhainen			
&w14	Bildetema HTML5	Bildetema Flash	en anka	tamand	duck	ankka			
&w1439	Bildetema HTML5	Bildetema Flash	en trana	trane	crane	kurki			
